,,,,,,,,,,,,,,
RUN 2642 – 26 gennaio,,,direzione,,,entry point [mm],,,tempo [ns],exit point [mm],,,tempo [ns],quality
event,traccia,charge [p.e.],ux,uy,uz,x,y,z,,x,y,z,,
213,0,2273,-0.584295,-0.578841,-0.568808,7757.07,-1650.53,-18954.4,529,-999999,-999999,-999999,-999999,2273
214,0,1005,-0.56427,-0.351379,-0.747082,-3189.64,20205.9,1340.93,375,-10288.5,15785.3,-8057.81,418,1801
215,0,895,0.431572,0.0474864,-0.900828,-10446.3,-17562.4,1639.51,497,-4548.07,-16913.4,-10671.9,540,1685
216,0,2228,-0.58025,-0.583693,-0.56799,2865.63,8814.95,-18324.1,511,-999999,-999999,-999999,-999999,2228
217,0,1312,-0.575608,-0.575658,-0.58077,-14053.2,-13968.1,-5210.75,528,-999999,-999999,-999999,-999999,1312
218,0,2217,-0.584213,-0.579614,-0.568105,10116.6,2164.51,-17733.8,518,-999999,-999999,-999999,-999999,2217
219,0,2071,-0.58505,-0.578459,-0.568421,13615.4,2197.39,-15194.8,519,-999999,-999999,-999999,-999999,2071
220,0,867,-0.568906,-0.581436,-0.581617,-20383.4,1191.92,1503.73,447,-999999,-999999,-999999,-999999,867
221,0,961,-0.671814,-0.67884,-0.296382,20111.6,3597.47,1682.38,492,-1966.61,-18711.7,-8057.81,604,1510
222,0,879,-0.571672,-0.576792,-0.583525,-18106.7,-9312.05,2251.77,498,-999999,-999999,-999999,-999999,879
223,0,2275,-0.584038,-0.579442,-0.56846,7930.72,-1.6757,-18954.4,582,-999999,-999999,-999999,-999999,2275
224,0,1891,-0.586181,-0.572621,-0.573146,10439.6,-12935.6,-12029.9,571,-999999,-999999,-999999,-999999,1891
225,0,2291,-0.579132,-0.584184,-0.568626,-827.32,7887.45,-18954.4,403,-999999,-999999,-999999,-999999,2291
226,0,963,-0.583379,-0.575196,-0.573427,19647.1,5343.97,2251.77,538,-999999,-999999,-999999,-999999,963
227,0,2003,-0.573257,-0.584139,-0.574594,-15414.6,3276.42,-13118.5,341,-999999,-999999,-999999,-999999,2003
228,0,2273,-0.584295,-0.578841,-0.568808,7757.07,-1650.53,-18954.4,553,-999999,-999999,-999999,-999999,2273
229,0,1687,-0.581548,-0.572737,-0.577732,-2879.28,-17986,-9422.97,570,-999999,-999999,-999999,-999999,1687
230,0,2228,-0.58025,-0.583693,-0.56799,2865.63,8814.95,-18324.1,485,-999999,-999999,-999999,-999999,2228
231,0,1830,-0.573784,-0.58295,-0.575275,-15722.3,0,-13166,558,-999999,-999999,-999999,-999999,1830
232,0,1056,-0.570874,-0.579179,-0.581941,-19733.2,-5473.09,-730.744,514,-999999,-999999,-999999,-999999,1056
233,0,2190,-0.578342,-0.581083,-0.572593,-8468.26,-3768.77,-18324.1,548,-999999,-999999,-999999,-999999,2190
234,0,1748,-0.554946,-0.452008,-0.698372,16484,7350.88,-9720.64,474,10116.6,2164.51,-17733.8,557,2278
235,0,1377,-0.585526,-0.57459,-0.571844,20114.5,1062.23,-3722.65,508,-999999,-999999,-999999,-999999,1377
236,0,2096,-0.577872,-0.585392,-0.568665,749.821,13771.8,-15194.8,346,-999999,-999999,-999999,-999999,2096
237,0,1335,-0.0523909,0.821397,-0.567945,3246.64,-20090.3,-2467.87,523,1642.75,5055.94,-19854.9,637,2290
238,0,2383,-0.580122,-0.582381,-0.569465,-2034.05,1853.58,-20365.5,607,-999999,-999999,-999999,-999999,2383
239,0,1649,-0.572612,-0.582806,-0.576587,-17491,0,-10671.9,506,-999999,-999999,-999999,-999999,1649
240,0,1634,-0.570235,-0.585071,-0.576649,-17684.3,7873.48,-6634.82,383,-999999,-999999,-999999,-999999,1634
241,0,2169,-0.578509,-0.58501,-0.56841,1321.56,12574.3,-16159.2,349,-999999,-999999,-999999,-999999,2169
242,0,2239,-0.576336,-0.584733,-0.570898,-8377.84,6069.73,-17733.8,611,-999999,-999999,-999999,-999999,2239
243,0,2296,-0.578449,-0.584146,-0.56936,-3591.92,6221.33,-19246.9,510,-999999,-999999,-999999,-999999,2296
244,0,960,-0.636857,-0.454919,-0.622464,20469.5,1032.08,-427.998,513,3583.81,-11029.7,-16932.1,621,2142
245,0,1671,-0.577489,-0.575891,-0.578667,-11439.5,-14174.8,-9422.97,533,-999999,-999999,-999999,-999999,1671
246,0,949,-0.585431,-0.571082,-0.575444,19647.1,-5343.82,2251.77,522,-999999,-999999,-999999,-999999,949
247,0,905,0.451358,0.854472,-0.257203,-6317.79,-19441.7,695.837,515,11439.5,14174.8,-9422.97,686,1761
247,1,905,-0.132877,0.753674,-0.643676,-6317.79,-19441.7,695.837,515,-10122.3,2137.39,-17733.8,632,2243
248,0,967,-0.582787,-0.576033,-0.573189,19035.9,7225.04,2251.77,434,-999999,-999999,-999999,-999999,967
249,0,1674,-0.577785,-0.576246,-0.578019,-11019.3,-13654,-10619.5,554,-999999,-999999,-999999,-999999,1674
250,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,537,-999999,-999999,-999999,-999999,937
251,0,2357,-0.582788,-0.579997,-0.569177,3188.4,-1615.41,-20240.4,519,-999999,-999999,-999999,-999999,2357
252,0,1032,-0.104548,-0.62888,-0.770441,-17211,11085.5,730.744,475,-18403.6,3911.74,-8057.81,517,1643
252,1,1032,0.217315,-0.615284,-0.757759,-17211,11085.5,730.744,475,-12367.2,-2628.79,-16159.2,601,2127
253,0,1031,-0.568482,-0.584986,-0.578463,-16536.2,12014.2,730.744,387,-999999,-999999,-999999,-999999,1031
254,0,2318,-0.58346,-0.579385,-0.569112,4856.52,-2162.24,-19854.9,598,-999999,-999999,-999999,-999999,2318
255,0,1509,-0.581993,-0.571296,-0.57871,-999.017,-19359.5,-6634.82,525,-999999,-999999,-999999,-999999,1509
256,0,884,-0.572829,-0.575448,-0.583718,-16446.3,-11949,2251.77,523,-999999,-999999,-999999,-999999,884
257,0,1958,-0.577118,-0.585628,-0.569188,1734.95,16507.5,-12029.9,334,-999999,-999999,-999999,-999999,1958
258,0,2205,-0.584507,-0.576286,-0.57118,5184.76,-8952.55,-17733.8,590,-999999,-999999,-999999,-999999,2205
259,0,873,0.595438,0.528638,-0.604975,-19794.4,-4963.69,1947.64,503,-1212.29,11533.8,-16932.1,633,2169
260,0,873,0.645991,0.0613119,-0.760878,-19647.1,-5343.97,2251.77,532,-551.079,-3531.54,-20240.4,618,2347
260,1,1184,-0.372991,-0.45046,-0.81115,18164,9456.25,-730.744,598,10345.5,13.8622,-17733.8,646,2215
261,0,1878,-0.583872,-0.573343,-0.574779,2494.75,-15583.6,-13118.5,538,-999999,-999999,-999999,-999999,1878
262,0,1755,-0.583109,-0.580103,-0.568739,14980,9747.05,-10032.2,443,-999999,-999999,-999999,-999999,1755
263,0,2184,-0.575746,-0.583756,-0.572491,-11343.9,2411.17,-16932.1,553,-999999,-999999,-999999,-999999,2184
264,0,2263,-0.583419,-0.577603,-0.570962,2449.13,-7543.08,-18954.4,177,-999999,-999999,-999999,-999999,2263
265,0,1473,-0.572328,-0.580312,-0.579377,-18720.7,-5032.29,-6634.82,510,-999999,-999999,-999999,-999999,1473
266,0,879,-0.130203,0.991487,0,-18106.7,-9312.05,2251.77,527,-19884.6,4226.53,2251.77,566,1040
266,1,879,-0.0418687,0.526677,-0.849034,-18106.7,-9312.05,2251.77,527,-18615.1,-2916.76,-8057.81,551,1474
267,0,937,-0.585395,-0.568882,-0.577655,15742.2,-12910.7,2311.61,338,-999999,-999999,-999999,-999999,937
268,0,1487,0.158015,0.685182,-0.711025,-15711.6,-9831.09,-8760.39,554,-14743.1,-5631.38,-13118.5,589,2012
269,0,2211,-0.585207,-0.577292,-0.569444,9456.74,-4195.24,-17733.8,565,-999999,-999999,-999999,-999999,2211
270,0,1950,-0.57987,-0.583861,-0.568205,7141.5,14073.8,-13118.5,336,-999999,-999999,-999999,-999999,1950
271,0,955,-0.584882,-0.572574,-0.574519,20328.8,-1142.19,2251.77,497,-999999,-999999,-999999,-999999,955
272,0,1008,-0.57206,-0.58554,-0.574361,-3278.28,20207.9,730.744,355,-999999,-999999,-999999,-999999,1008
273,0,949,-0.585431,-0.571082,-0.575444,19647.1,-5343.82,2251.77,474,-999999,-999999,-999999,-999999,949
274,0,2228,-0.58025,-0.583693,-0.56799,2865.63,8814.95,-18324.1,498,-999999,-999999,-999999,-999999,2228
275,0,1140,-0.586088,-0.569449,-0.576392,14532.1,-14270.3,-2251.77,510,-999999,-999999,-999999,-999999,1140
276,0,2198,-0.581586,-0.577969,-0.57246,-2674.08,-8877.19,-18324.1,536,-999999,-999999,-999999,-999999,2198
277,0,955,-0.584882,-0.572574,-0.574519,20328.8,-1142.19,2251.77,461,-999999,-999999,-999999,-999999,955
278,0,897,0.261913,0.305847,-0.915346,-9175.11,-18176.4,2251.77,564,-3907.07,-12024.7,-16159.2,636,2137
278,1,927,0.00148282,0.357997,-0.933722,11153.7,-17034.1,2251.77,586,11178.1,-11141,-13118.5,618,1896
279,0,967,-0.582787,-0.576033,-0.573189,19035.9,7225.04,2251.77,413,-999999,-999999,-999999,-999999,967
280,0,1338,-0.583341,-0.570143,-0.57849,3131.5,-19563.6,-5210.75,520,-999999,-999999,-999999,-999999,1338
281,0,2169,-0.578509,-0.58501,-0.56841,1321.56,12574.3,-16159.2,189,-999999,-999999,-999999,-999999,2169
282,0,2187,-0.577273,-0.581911,-0.572831,-10116.6,-2164.51,-17733.8,578,-999999,-999999,-999999,-999999,2187
283,0,2142,-0.583332,-0.575906,-0.572761,1212.29,-11533.8,-16932.1,405,-999999,-999999,-999999,-999999,2142
284,0,1040,-0.568376,-0.582358,-0.581213,-19884.6,4226.53,2251.77,445,-999999,-999999,-999999,-999999,1040
285,0,1307,0.689121,0.292178,-0.663132,-15925.4,-12274.7,-3995.38,520,555.706,-5287,-19854.9,614,2262
286,0,1633,-0.570217,-0.585349,-0.576385,-17265.4,8814.44,-6634.82,354,-999999,-999999,-999999,-999999,1633
287,0,2020,-0.577812,-0.579025,-0.575207,-10736.2,-8657.89,-15194.8,581,-999999,-999999,-999999,-999999,2020
288,0,2105,-0.574908,-0.586431,-0.570595,-6783.11,13123.8,-14233.9,457,-999999,-999999,-999999,-999999,2105
289,0,2036,-0.582677,-0.575083,-0.574254,-749.821,-13771.8,-15194.8,584,-999999,-999999,-999999,-999999,2036
290,0,973,-0.581339,-0.577818,-0.572862,17143.4,10982.1,2311.61,357,-999999,-999999,-999999,-999999,973
291,0,1133,-0.468933,0.379477,-0.797558,13172.6,-15695.5,-618.604,517,2219.94,-6832.19,-19246.9,599,2264
292,0,1023,0.430629,-0.34169,-0.835348,-14244.8,14674,1417.81,433,-3591.92,6221.33,-19246.9,519,2294
293,0,982,-0.579989,-0.579927,-0.5721,14530,14421.7,730.744,323,-999999,-999999,-999999,-999999,982
294,0,883,-0.572388,-0.575937,-0.583668,-17117.7,-11024.9,2251.77,493,-999999,-999999,-999999,-999999,883
295,0,963,-0.583379,-0.575196,-0.573427,19647.1,5343.97,2251.77,385,-999999,-999999,-999999,-999999,963
296,0,2259,-0.582225,-0.578113,-0.571664,-830.653,-7887.1,-18954.4,581,-999999,-999999,-999999,-999999,2259
297,0,2219,-0.583554,-0.580534,-0.567842,9445.46,4220.56,-17733.8,589,-999999,-999999,-999999,-999999,2219
298,0,1721,-0.586811,-0.572674,-0.572448,14150.5,-10281,-10671.9,548,-999999,-999999,-999999,-999999,1721
299,0,1172,-0.528643,0.139437,-0.837313,20331,2149,-1510.8,508,10594.7,4717.09,-16932.1,576,2219
300,0,1860,-0.579861,-0.575812,-0.57637,-7141.5,-14073.8,-13118.5,569,-999999,-999999,-999999,-999999,1860
301,0,2099,-0.577291,-0.585687,-0.568952,-762.153,13770.5,-15194.8,78,-999999,-999999,-999999,-999999,2099
302,0,1724,-0.586943,-0.573078,-0.571909,16615.9,-7397.82,-9422.97,541,-999999,-999999,-999999,-999999,1724
303,0,1298,-0.572554,-0.578396,-0.581068,-18320.9,-8303.93,-3722.65,501,-999999,-999999,-999999,-999999,1298
304,0,1298,-0.572554,-0.578396,-0.581068,-18320.9,-8303.93,-3722.65,199,-999999,-999999,-999999,-999999,1298
305,0,1067,-0.572303,-0.577989,-0.581719,-18401.7,-8649.39,-2251.77,63,-999999,-999999,-999999,-999999,1067
306,0,1301,-0.572935,-0.578682,-0.580408,-18018.8,-8169.42,-5210.75,29,-999999,-999999,-999999,-999999,1301
307,0,910,-0.579832,-0.569983,-0.582164,-3278.13,-20207.9,730.744,563,-999999,-999999,-999999,-999999,910
308,0,1029,0.608407,0.456776,-0.648996,-17117.8,11024.8,2251.77,401,-8786.98,17279.4,-6634.82,440,1615
308,1,1029,0.581617,0.00136688,-0.813462,-17117.8,11024.8,2251.77,401,-3382.37,11057.1,-16958.9,457,2174
309,0,909,-0.580441,-0.569199,-0.582324,-988.862,-20336.9,2251.77,467,-999999,-999999,-999999,-999999,909
310,0,1488,-0.575536,-0.577137,-0.579371,-14623.4,-11882.1,-8057.81,526,-999999,-999999,-999999,-999999,1488
311,0,1040,-0.568376,-0.582358,-0.581213,-19884.6,4226.53,2251.77,453,-999999,-999999,-999999,-999999,1040
312,0,1221,-0.5749,-0.584536,-0.572545,3380.28,20197.2,-730.744,343,-999999,-999999,-999999,-999999,1221
313,0,1303,-0.573604,-0.577111,-0.58131,-16930,-10918.7,-3722.65,523,-999999,-999999,-999999,-999999,1303
314,0,1970,-0.574336,-0.586754,-0.57084,-5950.13,15541.8,-12002.1,506,-999999,-999999,-999999,-999999,1970
315,0,926,-0.584189,-0.56813,-0.579613,10164.5,-17605.2,2251.77,520,-999999,-999999,-999999,-999999,926
316,0,1646,-0.572086,-0.582694,-0.577221,-18205.5,0,-9392.41,541,-999999,-999999,-999999,-999999,1646
317,0,2283,-0.58188,-0.582218,-0.567836,5307.93,5892.55,-18954.4,495,-999999,-999999,-999999,-999999,2283
318,0,1102,-0.580414,-0.570095,-0.581473,-2551.08,-20284.3,-730.744,529,-999999,-999999,-999999,-999999,1102
319,0,2135,-0.580161,-0.577459,-0.574417,-6321.73,-10949.6,-16159.2,581,-999999,-999999,-999999,-999999,2135
320,0,1260,0.0210451,-0.459295,-0.888035,-14360.7,14368.8,-2748.83,671,-14174.2,10298.1,-10619.5,654,1808
321,0,895,0.844247,-0.310361,-0.436947,-10788.4,-17359.1,1588.38,553,-3368.68,-20086.7,-2251.77,566,1105
322,0,1332,-0.581794,-0.570855,-0.579344,-1004.44,-19787.2,-5210.75,500,-999999,-999999,-999999,-999999,1332
323,0,873,0.0963609,0.896177,-0.433106,-20019.6,-4060.9,1724.81,496,-18807.6,7210.92,-3722.65,542,1454
324,0,2046,-0.585574,-0.573716,-0.572672,7974.12,-12436.2,-14233.9,555,-999999,-999999,-999999,-999999,2046
325,0,945,-0.641154,0.281126,-0.714066,19153,-7183.38,1345.86,512,-463.994,1418.06,-20502,605,2379
326,0,1507,-0.581161,-0.571778,-0.57907,-3047.73,-19144.2,-6634.82,548,-999999,-999999,-999999,-999999,1507
327,0,1361,-0.586719,-0.570771,-0.574439,15994.9,-11621,-5269.32,540,-999999,-999999,-999999,-999999,1361
328,0,1071,-0.573548,-0.575845,-0.58262,-16291.1,-12351.6,-730.744,525,-999999,-999999,-999999,-999999,1071
329,0,2187,-0.577273,-0.581911,-0.572831,-10116.6,-2164.51,-17733.8,598,-999999,-999999,-999999,-999999,2187
330,0,2115,-0.574427,-0.585687,-0.571843,-10743.4,8647.87,-15194.8,559,-999999,-999999,-999999,-999999,2115
331,0,915,-0.582029,-0.568477,-0.581443,3261.02,-20098,2251.77,543,-999999,-999999,-999999,-999999,915
332,0,1342,-0.584005,-0.569929,-0.578031,5070.14,-19154.5,-5210.75,549,-999999,-999999,-999999,-999999,1342
333,0,1179,-0.584435,-0.575745,-0.571799,19797.9,4634.45,-2251.77,487,-999999,-999999,-999999,-999999,1179
334,0,2020,-0.577812,-0.579025,-0.575207,-10736.2,-8657.89,-15194.8,596,-999999,-999999,-999999,-999999,2020
335,0,888,0.26704,0.696661,-0.665847,-15735.5,-13125.1,612.061,529,-8377.84,6069.73,-17733.8,626,2180
336,0,2260,-0.582167,-0.578442,-0.571391,-750.884,-7144.44,-19246.9,630,-999999,-999999,-999999,-999999,2260
337,0,988,-0.322493,-0.230266,-0.918137,11839.8,16734.5,162.649,341,6783.01,13123.9,-14233.9,494,2165
338,0,1764,-0.580957,-0.582471,-0.568522,11019.3,13654,-10619.5,414,-999999,-999999,-999999,-999999,1764
339,0,2182,-0.575586,-0.584493,-0.571899,-10594.7,4717.01,-16932.1,510,-999999,-999999,-999999,-999999,2182
340,0,1422,-0.574912,-0.5857,-0.571342,1004.44,19787.2,-5210.75,306,-999999,-999999,-999999,-999999,1422
341,0,2219,-0.583554,-0.580534,-0.567842,9445.46,4220.56,-17733.8,504,-999999,-999999,-999999,-999999,2219
342,0,1997,-0.573044,-0.585141,-0.573787,-14396.6,6409.7,-13118.5,483,-999999,-999999,-999999,-999999,1997
343,0,926,-0.584189,-0.56813,-0.579613,10164.5,-17605.2,2251.77,514,-999999,-999999,-999999,-999999,926
344,0,885,-0.573269,-0.574959,-0.583768,-15774.9,-12873.1,2251.77,463,-999999,-999999,-999999,-999999,885
345,0,2368,-0.581921,-0.581323,-0.56871,2391.42,1361.71,-20365.5,517,-999999,-999999,-999999,-999999,2368
346,0,1474,-0.572235,-0.581388,-0.57839,-18615.1,-2916.76,-8057.81,502,-999999,-999999,-999999,-999999,1474
347,0,2132,-0.578315,-0.579813,-0.573907,-9382.4,-6816.77,-16932.1,589,-999999,-999999,-999999,-999999,2132
348,0,1878,-0.583872,-0.573343,-0.574779,2494.75,-15583.6,-13118.5,631,-999999,-999999,-999999,-999999,1878
349,0,1313,0.522434,0.438827,-0.731091,-12833.4,-15319.3,-4568.8,533,-2236.94,-6418.61,-19397.4,597,2258
350,0,890,-0.574546,-0.57367,-0.583781,-13602.6,-15107.3,2251.77,515,-999999,-999999,-999999,-999999,890
351,0,1856,-0.579258,-0.575709,-0.577079,-8299.18,-14374.7,-12029.9,514,-999999,-999999,-999999,-999999,1856
352,0,1299,0.808385,0.470868,-0.353265,-18010.1,-9016.9,-3818.77,491,10228.8,7431.69,-16159.2,624,2159
353,0,1848,-0.577072,-0.578413,-0.576564,-12248.4,-9952.31,-13118.5,550,-999999,-999999,-999999,-999999,1848
354,0,963,-0.583379,-0.575196,-0.573427,19647.1,5343.97,2251.77,441,-999999,-999999,-999999,-999999,963
355,0,1005,-0.704433,-0.70977,0,-3261.02,20098,2251.77,514,-20122.1,3109.22,2251.77,482,1041
355,1,1005,-0.72457,-0.287782,-0.626243,-3261.02,20098,2251.77,514,-10173.5,17352.6,-3722.65,526,1436
356,0,2184,-0.575746,-0.583756,-0.572491,-11343.9,2411.17,-16932.1,408,-999999,-999999,-999999,-999999,2184
357,0,877,0.208009,0.694281,-0.688989,-18760.4,-8155.57,1335.74,500,-14396.6,6409.7,-13118.5,567,2179
358,0,999,-0.751742,-0.541297,-0.376671,1392.83,20400.5,1459.76,378,-17601.9,6723.19,-8057.81,454,1642
359,0,2160,-0.583741,-0.580346,-0.567841,10594.7,4717.09,-16932.1,455,-999999,-999999,-999999,-999999,2160
360,0,2257,-0.581532,-0.578576,-0.571901,-2442.36,-7512.79,-18964,543,-999999,-999999,-999999,-999999,2257
361,0,871,-0.569691,-0.579582,-0.582699,-20122.1,-3109.37,2251.77,485,-999999,-999999,-999999,-999999,871
362,0,2169,-0.578509,-0.58501,-0.56841,1321.56,12574.3,-16159.2,355,-999999,-999999,-999999,-999999,2169
363,0,1805,-0.572323,-0.586652,-0.572962,-11723.4,13020,-10619.5,453,-999999,-999999,-999999,-999999,1805
364,0,2301,-0.577566,-0.583659,-0.570754,-7244.39,3227.25,-18954.4,508,-999999,-999999,-999999,-999999,2301
365,0,2271,-0.584409,-0.578333,-0.569208,7244.39,-3227.25,-18954.4,521,-999999,-999999,-999999,-999999,2271
366,0,1855,-0.578868,-0.576036,-0.577143,-9076.49,-13925.9,-12029.9,542,-999999,-999999,-999999,-999999,1855
367,0,1017,-0.56933,-0.585559,-0.577048,-11153.7,17034.1,2251.77,327,-999999,-999999,-999999,-999999,1017
368,0,955,-0.322051,0.789765,-0.522067,20463.5,-367.139,1166.93,485,15670.9,11385.6,-6602.12,493,1578
369,0,2151,-0.585885,-0.576217,-0.569836,11550.5,-5142.54,-16159.2,530,-999999,-999999,-999999,-999999,2151
370,0,1658,-0.574152,-0.579534,-0.578351,-16615.9,-7397.95,-9422.97,544,-999999,-999999,-999999,-999999,1658
371,0,1033,0.614716,-0.233905,-0.753268,-18176.6,9399.91,1226.51,456,-556.073,2695.17,-20365.5,542,2379
372,0,2390,-0.581785,-0.580653,-0.569534,568.273,-1379.58,-20502,533,-999999,-999999,-999999,-999999,2390
373,0,1442,0.30578,-0.319157,-0.897016,-13175.9,15405.9,-3050.12,348,-9363.48,11426.8,-14233.9,490,2177
374,0,1318,-0.577366,-0.574014,-0.580653,-10842,-16584.7,-5210.75,524,-999999,-999999,-999999,-999999,1318
375,0,2101,-0.575738,-0.586313,-0.569879,-4074.36,14219,-14209.4,419,-999999,-999999,-999999,-999999,2101
376,0,2150,-0.585513,-0.576119,-0.570317,9235.58,-6957.26,-16958.9,613,-999999,-999999,-999999,-999999,2150
377,0,2179,-0.575049,-0.58531,-0.571604,-10228.9,7431.65,-16159.2,448,-999999,-999999,-999999,-999999,2179
378,0,1658,-0.574152,-0.579534,-0.578351,-16615.9,-7397.95,-9422.97,544,-999999,-999999,-999999,-999999,1658
379,0,2198,-0.581586,-0.577969,-0.57246,-2674.08,-8877.19,-18324.1,563,-999999,-999999,-999999,-999999,2198
380,0,2262,-0.582745,-0.578147,-0.5711,750.938,-7144.44,-19246.9,565,-999999,-999999,-999999,-999999,2262
381,0,1888,-0.585358,-0.573027,-0.573582,7141.6,-14073.7,-13118.5,529,-999999,-999999,-999999,-999999,1888
382,0,1096,-0.578419,-0.571693,-0.581893,-7464.8,-19006.9,-1503.73,527,-999999,-999999,-999999,-999999,1096
383,0,2198,-0.581586,-0.577969,-0.57246,-2674.08,-8877.19,-18324.1,525,-999999,-999999,-999999,-999999,2198
384,0,2112,-0.574601,-0.585918,-0.571431,-9732.7,9772.34,-15194.8,572,-999999,-999999,-999999,-999999,2112
385,0,1337,-0.170022,0.625128,-0.761779,2433.76,-19889.5,-4328.29,547,-830.653,-7887.1,-18954.4,605,2260
386,0,927,-0.927137,-0.128712,-0.351924,11201.8,-17086.3,1681.42,539,-5027.43,-19339.4,-4478.9,317,1322
387,0,876,-0.570564,-0.578935,-0.582487,-19754.5,-5372.62,730.744,495,-999999,-999999,-999999,-999999,876
388,0,1745,-0.585225,-0.577461,-0.569255,17137.4,3642.73,-10619.5,505,-999999,-999999,-999999,-999999,1745
389,0,885,0.998493,0.0264728,-0.0480799,-15774.9,-12873.1,2251.77,623,16537.8,-12016.4,695.837,539,941
389,1,885,0.462208,0.170122,-0.8703,-15774.9,-12873.1,2251.77,623,-5160.75,-8966.41,-17733.8,642,2195
390,0,1021,-0.320804,-0.765694,-0.557492,-13328.5,15534.7,1129.24,476,-18615.1,2916.62,-8057.81,544,1469
391,0,2077,-0.583162,-0.580861,-0.567911,12264.1,8268.87,-14209.4,612,-999999,-999999,-999999,-999999,2077
392,0,872,-0.569998,-0.579104,-0.582872,-19884.6,-4226.67,2251.77,494,-999999,-999999,-999999,-999999,872
393,0,907,-0.365316,0.331232,-0.86996,-4470.89,-19943.5,1586.8,433,-9094.14,-15751.6,-9422.97,581,1679
394,0,1332,-0.581794,-0.570855,-0.579344,-1004.44,-19787.2,-5210.75,523,-999999,-999999,-999999,-999999,1332
395,0,2151,-0.585885,-0.576217,-0.569836,11550.5,-5142.54,-16159.2,580,-999999,-999999,-999999,-999999,2151
396,0,1005,-0.571801,-0.585201,-0.574963,-3261.02,20098,2251.77,474,-999999,-999999,-999999,-999999,1005
397,0,1240,-0.314477,-0.813739,-0.488809,-5136.09,19743.6,-2014.94,461,-13615.4,-2197.39,-15194.8,551,2127
398,0,2285,-0.581175,-0.582854,-0.567906,3966.81,6867.37,-18954.4,493,-999999,-999999,-999999,-999999,2285
399,0,1762,-0.581739,-0.581715,-0.568496,12427.3,12386.2,-10619.5,450,-999999,-999999,-999999,-999999,1762
400,0,1377,-0.585526,-0.57459,-0.571844,20114.5,1062.23,-3722.65,504,-999999,-999999,-999999,-999999,1377
401,0,2242,-0.576864,-0.583985,-0.57113,-8467.12,3771.35,-18324.1,496,-999999,-999999,-999999,-999999,2242
402,0,1638,-0.570762,-0.584894,-0.576307,-17601.9,6723.19,-8057.81,445,-999999,-999999,-999999,-999999,1638
403,0,2145,-0.585027,-0.574986,-0.571957,6321.81,-10949.6,-16159.2,576,-999999,-999999,-999999,-999999,2145
404,0,1016,-0.569605,-0.585585,-0.57675,-10164.5,17605.2,2251.77,239,-999999,-999999,-999999,-999999,1016
405,0,943,-0.585611,-0.56984,-0.576491,18106.7,-9311.91,2251.77,509,-999999,-999999,-999999,-999999,943
406,0,897,-0.576859,-0.571618,-0.583512,-9175.11,-18176.4,2251.77,505,-999999,-999999,-999999,-999999,897
407,0,2149,-0.58583,-0.575588,-0.570527,10228.8,-7431.68,-16159.2,580,-999999,-999999,-999999,-999999,2149
408,0,889,0.229715,0.811721,-0.536973,-14759.7,-14112.1,1802.68,495,-7488.23,11582.3,-15194.8,634,2175
409,0,2182,-0.575586,-0.584493,-0.571899,-10594.7,4717.01,-16932.1,511,-999999,-999999,-999999,-999999,2182
410,0,2132,-0.578315,-0.579813,-0.573907,-9382.4,-6816.77,-16932.1,572,-999999,-999999,-999999,-999999,2132
